Statistical profiling result from clg_off-v8.log, (25285 ticks, 31 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  node::LibuvStreamWrap::OnUvRead(long, uv_buf_t const*)
      1    0.0%    0.0%  node::Environment::RunAndClearNativeImmediates(bool)
      1    0.0%    0.0%  node::Environment::RunAndClearInterrupts()
      1    0.0%    0.0%  node::Environment::PrintSyncTrace() const
      1    0.0%    0.0%  node::Environment::CheckImmediate(uv_check_s*)
      1    0.0%    0.0%  node::DTRACE_HTTP_SERVER_REQUEST(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Buffer::Length(v8::Local<v8::Value>)
      1    0.0%    0.0%  node::AsyncWrap::~AsyncWrap()
      1    0.0%    0.0%  node::AsyncHooks::DefaultTriggerAsyncIdScope::DefaultTriggerAsyncIdScope(node::Environment*, double)
      1    0.0%    0.0%  getrusage
      1    0.0%    0.0%  fclose@@GLIBC_2.2.5
      1    0.0%    0.0%  do_futex_wait.constprop.1
      1    0.0%    0.0%  brk
      1    0.0%    0.0%  __strncmp_sse42
      1    0.0%    0.0%  __mpn_mul_1
      1    0.0%    0.0%  __mpn_divrem
      1    0.0%    0.0%  __libc_read
      1    0.0%    0.0%  __getclktck
      1    0.0%    0.0%  __GI_strtol
      1    0.0%    0.0%  __GI_sigemptyset
      1    0.0%    0.0%  __GI___strtoul_internal
      1    0.0%    0.0%  __GI___rawmemchr
      1    0.0%    0.0%  __GI___pthread_getspecific
      1    0.0%    0.0%  __GI___printf_fp_l
      1    0.0%    0.0%  __GI___libc_open
      1    0.0%    0.0%  __GI___libc_lseek
      1    0.0%    0.0%  __GI__IO_vfprintf
      1    0.0%    0.0%  __GI__IO_switch_to_get_mode
      1    0.0%    0.0%  __GI__IO_setb
      1    0.0%    0.0%  __GI__IO_file_close
      1    0.0%    0.0%  __GI__IO_doallocbuf
      1    0.0%    0.0%  __GI__IO_default_xsputn
      1    0.0%    0.0%  __GI__IO_default_uflow
      1    0.0%    0.0%  __GI__IO_default_finish
      1    0.0%    0.0%  _IO_vsscanf
      1    0.0%    0.0%  _IO_strn_overflow
      1    0.0%    0.0%  _IO_seekoff_unlocked
      1    0.0%    0.0%  _IO_no_init
      1    0.0%    0.0%  RAND_status
      1    0.0%    0.0%  RAND_DRBG_bytes
      1    0.0%    0.0%  OPENSSL_init_crypto
      1    0.0%    0.0%  HMAC_Init_ex
      1    0.0%    0.0%  FIPS_selftest_failed
      1    0.0%    0.0%  FIPS_mode
      1    0.0%    0.0%  EVP_MD_CTX_clear_flags
      1    0.0%    0.0%  EVP_CIPHER_CTX_test_flags
      1    0.0%    0.0%  EVP_CIPHER_CTX_get_cipher_data
      1    0.0%    0.0%  CRYPTO_free
      1    0.0%    0.0%  CRYPTO_THREAD_unlock
      1    0.0%    0.0%  CRYPTO_THREAD_run_once
      1    0.0%    0.0%  ASN1_STRING_to_UTF8

 [Summary]:
   ticks  total  nonlib   name
   1801    7.1%   23.1%  JavaScript
   5951   23.5%   76.5%  C++
    900    3.6%   11.6%  GC
  17502   69.2%          Shared libraries
     31    0.1%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
   1111   17.2%    4.4%  node::loader::ModuleWrap::Evaluate(v8::FunctionCallbackInfo<v8::Value> const&)
   1004   15.6%    4.0%  node::contextify::ContextifyContext::CompileFunction(v8::FunctionCallbackInfo<v8::Value> const&)
    577    8.9%    2.3%  __libc_writev
    529    8.2%    2.1%  _init
    281    4.4%    1.1%  mmap
    252    3.9%    1.0%  __GI_munmap
    244    3.8%    1.0%  node::native_module::NativeModuleEnv::CompileFunction(v8::FunctionCallbackInfo<v8::Value> const&)
    243    3.8%    1.0%  node::crypto::Hash::New(v8::FunctionCallbackInfo<v8::Value> const&)
    188    2.9%    0.7%  __GI___xstat
    129    2.0%    0.5%  void node::StreamBase::JSMethod<&(int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
    111    1.7%    0.4%  node::crypto::Hash::HashUpdate(v8::FunctionCallbackInfo<v8::Value> const&)
    106    1.6%    0.4%  void node::StreamBase::JSMethod<&node::StreamBase::Writev>(v8::FunctionCallbackInfo<v8::Value> const&)
    105    1.6%    0.4%  _int_malloc
     97    1.5%    0.4%  __GI___lxstat
     89    1.4%    0.4%  node::crypto::DeriveBitsJob<node::crypto::RandomBytesTraits>::New(v8::FunctionCallbackInfo<v8::Value> const&)
     84    1.3%    0.3%  __memmove_ssse3_back
     83    1.3%    0.3%  __close_nocancel
     72    1.1%    0.3%  fgets
     72    1.1%    0.3%  __GI__IO_vfscanf
     62    1.0%    0.2%  node::loader::ModuleWrap::Link(v8::FunctionCallbackInfo<v8::Value> const&)
     57    0.9%    0.2%  node::HandleWrap::Close(v8::FunctionCallbackInfo<v8::Value> const&)
     41    0.6%    0.2%  __GI_memcpy
     41    0.6%    0.2%  __GI___libc_malloc
     37    0.6%    0.1%  _fxstat
     37    0.6%    0.1%  __GI_memchr
     36    0.6%    0.1%  node::fs::Close(v8::FunctionCallbackInfo<v8::Value> const&)
     35    0.5%    0.1%  syscall
     34    0.5%    0.1%  __GI_mprotect
     33    0.5%    0.1%  __memcpy_ssse3_back
     32    0.5%    0.1%  node::crypto::CryptoJob<node::crypto::RandomBytesTraits>::Run(v8::FunctionCallbackInfo<v8::Value> const&)
     32    0.5%    0.1%  __GI__IO_getline_info
     27    0.4%    0.1%  fcntl
     22    0.3%    0.1%  node::crypto::Hash::HashDigest(v8::FunctionCallbackInfo<v8::Value> const&)
     21    0.3%    0.1%  fwrite
     21    0.3%    0.1%  _int_free
     21    0.3%    0.1%  __memcmp_sse4_1
     17    0.3%    0.1%  __GI___pthread_rwlock_wrlock
     12    0.2%    0.0%  cfree
     12    0.2%    0.0%  __GI_____strtoul_l_internal
     11    0.2%    0.0%  node::crypto::SecureContext::AddRootCerts(v8::FunctionCallbackInfo<v8::Value> const&)
      9    0.1%    0.0%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)
      9    0.1%    0.0%  node::crypto::CryptoJob<node::crypto::PBKDF2Traits>::Run(v8::FunctionCallbackInfo<v8::Value> const&)
      9    0.1%    0.0%  malloc_consolidate
      9    0.1%    0.0%  __GI__IO_file_underflow
      8    0.1%    0.0%  node::binding::GetInternalBinding(v8::FunctionCallbackInfo<v8::Value> const&)
      8    0.1%    0.0%  __strcmp_sse42
      8    0.1%    0.0%  EVP_CipherInit_ex
      7    0.1%    0.0%  operator new(unsigned long)
      7    0.1%    0.0%  node::crypto::TLSWrap::GetPeerCertificate(v8::FunctionCallbackInfo<v8::Value> const&)
      7    0.1%    0.0%  node::ParseEncoding(char const*, node::encoding)
      7    0.1%    0.0%  __GI___pthread_rwlock_unlock
      6    0.1%    0.0%  report::GetReport(v8::FunctionCallbackInfo<v8::Value> const&)
      6    0.1%    0.0%  operator delete(void*)
      6    0.1%    0.0%  node::loader::ModuleWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
      6    0.1%    0.0%  __strlen_sse2_pminub
      6    0.1%    0.0%  __libc_enable_asynccancel
      6    0.1%    0.0%  __GI_mempcpy
      6    0.1%    0.0%  __GI___sysconf
      6    0.1%    0.0%  __GI___pthread_mutex_lock
      6    0.1%    0.0%  __GI_____strtol_l_internal
      6    0.1%    0.0%  __GI__IO_file_xsputn
      6    0.1%    0.0%  OPENSSL_cleanse
      5    0.1%    0.0%  void node::StreamBase::JSMethod<&node::StreamBase::WriteBuffer>(v8::FunctionCallbackInfo<v8::Value> const&)
      5    0.1%    0.0%  uv_cpu_info
      5    0.1%    0.0%  node::NodeArrayBufferAllocator::Allocate(unsigned long)
      5    0.1%    0.0%  node::Buffer::Data(v8::Local<v8::Value>)
      5    0.1%    0.0%  getpagesize
      5    0.1%    0.0%  fdopen@@GLIBC_2.2.5
      5    0.1%    0.0%  __GI_memset
      5    0.1%    0.0%  __GI_madvise
      5    0.1%    0.0%  __GI___pthread_mutex_unlock
      5    0.1%    0.0%  __GI__IO_link_in
      4    0.1%    0.0%  uv_try_write2
      4    0.1%    0.0%  std::locale::id::_M_id() const
      4    0.1%    0.0%  node::crypto::TLSWrap::Start(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.1%    0.0%  node::crypto::CryptoErrorStore::Empty() const
      4    0.1%    0.0%  node::crypto::ByteSource::get() const
      4    0.1%    0.0%  node::TCPWrap::Connect(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.1%    0.0%  node::StringBytes::Encode(v8::Isolate*, char const*, unsigned long, node::encoding, v8::Local<v8::Value>*)
      4    0.1%    0.0%  node::StreamBase::Writev(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.1%    0.0%  node::IsConstructCallCallback(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.1%    0.0%  node::AsyncHooks::DefaultTriggerAsyncIdScope::~DefaultTriggerAsyncIdScope()
      4    0.1%    0.0%  __tls_get_addr
      4    0.1%    0.0%  __strchr_sse42
      4    0.1%    0.0%  __GI_rewind
      4    0.1%    0.0%  __GI__IO_sputbackc
      4    0.1%    0.0%  __GI__IO_file_close_it
      4    0.1%    0.0%  CRYPTO_ctr128_encrypt_ctr32
      3    0.0%    0.0%  node::crypto::SecureContext::Init(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  node::crypto::RandomBytesTraits::EncodeOutput(node::Environment*, node::crypto::RandomBytesConfig const&, node::crypto::ByteSource*, v8::Local<v8::Value>*)
      3    0.0%    0.0%  node::crypto::RandomBytesTraits::DeriveBits(node::Environment*, node::crypto::RandomBytesConfig const&, node::crypto::ByteSource*)
      3    0.0%    0.0%  node::StringBytes::StorageSize(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      3    0.0%    0.0%  node::ParseEncoding(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      3    0.0%    0.0%  __libc_disable_asynccancel
      3    0.0%    0.0%  __clock_gettime
      3    0.0%    0.0%  __GI_sscanf
      3    0.0%    0.0%  __GI___uflow
      3    0.0%    0.0%  __GI___pthread_once
      3    0.0%    0.0%  __GI___libc_read
      3    0.0%    0.0%  __GI__IO_unsave_markers
      3    0.0%    0.0%  __GI__IO_un_link
      3    0.0%    0.0%  __GI__IO_file_doallocate
      3    0.0%    0.0%  EVP_CIPHER_CTX_block_size
      2    0.0%    0.0%  uv_update_time
      2    0.0%    0.0%  uv_now
      2    0.0%    0.0%  uv_buf_init
      2    0.0%    0.0%  std::ostream::sentry::sentry(std::ostream&)
      2    0.0%    0.0%  std::ostream& std::ostream::_M_insert<long>(long)
      2    0.0%    0.0%  operator delete[](void*)
      2    0.0%    0.0%  node::options_parser::GetCLIOptions(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  node::i18n::ConverterObject::Decode(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  node::crypto::CheckEntropy()
      2    0.0%    0.0%  node::crypto::ByteSource::operator=(node::crypto::ByteSource&&)
      2    0.0%    0.0%  node::Utf8Value::Utf8Value(v8::Isolate*, v8::Local<v8::Value>)
      2    0.0%    0.0%  node::StringBytes::hex_encode(char const*, unsigned long, char*, unsigned long)
      2    0.0%    0.0%  node::StringBytes::Write(v8::Isolate*, char*, unsigned long, v8::Local<v8::Value>, node::encoding, int*)
      2    0.0%    0.0%  node::Environment::GetNow()
      2    0.0%    0.0%  node::Buffer::HasInstance(v8::Local<v8::Value>)
      2    0.0%    0.0%  node::AsyncHooks::DefaultTriggerAsyncIdScope::DefaultTriggerAsyncIdScope(node::AsyncWrap*)
      2    0.0%    0.0%  calloc
      2    0.0%    0.0%  __pthread_cleanup_push_defer
      2    0.0%    0.0%  __open_2
      2    0.0%    0.0%  __libc_open
      2    0.0%    0.0%  __errno_location
      2    0.0%    0.0%  __GI__IO_getline
      2    0.0%    0.0%  __GI__IO_file_seek
      2    0.0%    0.0%  _IO_str_init_static_internal
      2    0.0%    0.0%  RAND_get_rand_method
      2    0.0%    0.0%  RAND_bytes
      2    0.0%    0.0%  RAND_DRBG_generate
      2    0.0%    0.0%  EVP_DigestFinal_ex
      2    0.0%    0.0%  EVP_CipherUpdate
      2    0.0%    0.0%  EVP_CIPHER_CTX_key_length
      2    0.0%    0.0%  CRYPTO_clear_free
      1    0.0%    0.0%  void node::GetSockOrPeerName<node::TCPWrap, &uv_tcp_getpeername>(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  uv_try_write
      1    0.0%    0.0%  uv_resident_set_memory
      1    0.0%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      1    0.0%    0.0%  std::ostream::operator<<(int)
      1    0.0%    0.0%  std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      1    0.0%    0.0%  std::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const
      1    0.0%    0.0%  std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const
      1    0.0%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
      1    0.0%    0.0%  std::_Rb_tree_increment(std::_Rb_tree_node_base*)
      1    0.0%    0.0%  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long)
      1    0.0%    0.0%  operator new(unsigned long, std::nothrow_t const&)
      1    0.0%    0.0%  non-virtual thunk to node::LibuvStreamWrap::IsIPCPipe()
      1    0.0%    0.0%  non-virtual thunk to node::LibuvStreamWrap::IsAlive()
      1    0.0%    0.0%  non-virtual thunk to node::LibuvStreamWrap::DoTryWrite(uv_buf_t**, unsigned long*)
      1    0.0%    0.0%  node::crypto::GetRootCertificates(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::crypto::ByteSource::~ByteSource()
      1    0.0%    0.0%  node::crypto::ByteSource::ByteSource(char const*, char*, unsigned long)
      1    0.0%    0.0%  node::crypto::ByteSource::Allocated(char*, unsigned long)
      1    0.0%    0.0%  node::binding::DLOpen(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::TCPWrap::Bind6(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::NodeArrayBufferAllocator::Free(void*, unsigned long)
      1    0.0%    0.0%  node::NodeArrayBufferAllocator::AllocateUninitialized(unsigned long)
      1    0.0%    0.0%  node::Environment::PrintSyncTrace() const
      1    0.0%    0.0%  node::DTRACE_HTTP_SERVER_REQUEST(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Buffer::Length(v8::Local<v8::Value>)
      1    0.0%    0.0%  node::AsyncHooks::DefaultTriggerAsyncIdScope::DefaultTriggerAsyncIdScope(node::Environment*, double)
      1    0.0%    0.0%  fclose@@GLIBC_2.2.5
      1    0.0%    0.0%  brk
      1    0.0%    0.0%  __strncmp_sse42
      1    0.0%    0.0%  __pthread_cond_signal
      1    0.0%    0.0%  __getclktck
      1    0.0%    0.0%  __GI_strtol
      1    0.0%    0.0%  __GI___strtoul_internal
      1    0.0%    0.0%  __GI___rawmemchr
      1    0.0%    0.0%  __GI___pthread_getspecific
      1    0.0%    0.0%  __GI___libc_open
      1    0.0%    0.0%  __GI___libc_lseek
      1    0.0%    0.0%  __GI__IO_switch_to_get_mode
      1    0.0%    0.0%  __GI__IO_setb
      1    0.0%    0.0%  __GI__IO_file_close
      1    0.0%    0.0%  __GI__IO_doallocbuf
      1    0.0%    0.0%  __GI__IO_default_uflow
      1    0.0%    0.0%  __GI__IO_default_finish
      1    0.0%    0.0%  _IO_vsscanf
      1    0.0%    0.0%  _IO_seekoff_unlocked
      1    0.0%    0.0%  _IO_old_init
      1    0.0%    0.0%  _IO_no_init
      1    0.0%    0.0%  RAND_status
      1    0.0%    0.0%  RAND_DRBG_bytes
      1    0.0%    0.0%  FIPS_selftest_failed
      1    0.0%    0.0%  FIPS_mode
      1    0.0%    0.0%  EVP_CIPHER_CTX_test_flags
      1    0.0%    0.0%  EVP_CIPHER_CTX_get_cipher_data
      1    0.0%    0.0%  CRYPTO_THREAD_unlock
      1    0.0%    0.0%  CRYPTO_THREAD_run_once

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  13396   53.0%  /usr/lib64/libnode.so.93
   7499   56.0%    /usr/lib64/libnode.so.93
    439    5.9%      LazyCompile: *session /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:179:26
    439  100.0%        LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
    439  100.0%          LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
    439  100.0%            Function: ^<anonymous> file:///mnt/c/Users/Marco%20Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/src/server.js:38:9
    340    4.5%      LazyCompile: *initialize /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/middleware/initialize.js:51:29
    340  100.0%        LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
    340  100.0%          LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
    340  100.0%            LazyCompile: *session /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:179:26
    310    4.1%      /usr/lib64/libnode.so.93
     50   16.1%        LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
     49   15.8%        LazyCompile: *header /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:777:29
     48   98.0%          LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     48  100.0%            LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      1    2.0%          Function: ^contentType /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:619:32
      1  100.0%            Function: ^send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     32   10.3%        LazyCompile: *expressInit /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/middleware/init.js:29:30
     32  100.0%          LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     32  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
     13    4.2%        /usr/lib64/libnode.so.93
     10   76.9%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      3   23.1%          Function: ^processTicksAndRejections node:internal/process/task_queues:68:35
     11    3.5%        LazyCompile: *setHeader node:_http_outgoing:601:57
     10   90.9%          LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     10  100.0%            LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      1    9.1%          Function: ^header /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:777:29
      1  100.0%            Function: ^contentType /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:619:32
     11    3.5%        LazyCompile: *render /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:150:15
     11  100.0%          /usr/lib64/libnode.so.93
     11  100.0%            /usr/lib64/libnode.so.93
     11    3.5%        Function: ^FastBuffer node:internal/buffer:958:14
     10   90.9%          Function: ^createUnsafeBuffer node:internal/buffer:1059:28
      7   70.0%            Function: ^createPool node:buffer:155:20
      3   30.0%            Function: ^allocate node:buffer:403:18
      1    9.1%          Function: ^randomBytes node:internal/crypto/random:93:21
      1  100.0%            Function: ^randomBytesSync /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/random-bytes/index.js:72:25
     10    3.2%        Function: ^readPackage node:internal/modules/cjs/loader:301:21
     10  100.0%          Function: ^readPackageScope node:internal/modules/cjs/loader:332:26
      8   80.0%            Function: ^trySelf node:internal/modules/cjs/loader:452:17
      2   20.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1135:37
      9    2.9%        LazyCompile: *parseAcceptEncoding /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/lib/encoding.js:31:29
      9  100.0%          Function: ^preferredEncodings /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/lib/encoding.js:138:28
      9  100.0%            LazyCompile: *onResponseHeaders /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:140:47
      7    2.3%        LazyCompile: *format /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/content-type/index.js:65:17
      7  100.0%          LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
      7  100.0%            LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      7    2.3%        Function: ^expressInit /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/middleware/init.js:29:30
      6   85.7%          LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
      6  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
      1   14.3%          Function: ^handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            Function: ^trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
      6    1.9%        LazyCompile: *preferredEncodings /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/lib/encoding.js:138:28
      3   50.0%          LazyCompile: *onResponseHeaders /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:140:47
      3  100.0%            LazyCompile: *writeHead /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:28:29
      3   50.0%          Function: ^encodings /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/index.js:52:52
      3  100.0%            Function: ^Accepts.encoding.Accepts.encodings /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/accepts/index.js:127:40
      5    1.6%        LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
      3   60.0%          LazyCompile: *authenticate /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/middleware/authenticate.js:94:31
      3  100.0%            LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
      2   40.0%          Function: ^strategy.pass /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/middleware/authenticate.js:345:31
      2  100.0%            Function: ^SessionStrategy.authenticate /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/strategies/session.js:45:50
      5    1.6%        Function: ^checkInvalidHeaderChar node:_http_common:231:32
      5  100.0%          Function: ^<anonymous> node:_http_outgoing:577:45
      5  100.0%            Function: ^setHeader node:_http_outgoing:601:57
      4    1.3%        Function: ^strEscape /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/safe-stable-stringify/index.js:56:20
      4  100.0%          Function: ^stringifyFnReplacer /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/safe-stable-stringify/index.js:230:32
      4  100.0%            Function: ^stringifyFnReplacer /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/safe-stable-stringify/index.js:230:32
      4    1.3%        Function: ^Module._findPath node:internal/modules/cjs/loader:505:28
      4  100.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:865:35
      4  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:771:24
    244    3.3%      Function: ^stat node:internal/modules/cjs/loader:151:14
    136   55.7%        Function: ^Module._findPath node:internal/modules/cjs/loader:505:28
    133   97.8%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:865:35
    133  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:771:24
      3    2.2%          LazyCompile: ~Module._resolveFilename node:internal/modules/cjs/loader:865:35
      3  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:771:24
    105   43.0%        Function: ^tryFile node:internal/modules/cjs/loader:395:17
     89   84.8%          Function: ^tryExtensions node:internal/modules/cjs/loader:411:23
     84   94.4%            Function: ^Module._findPath node:internal/modules/cjs/loader:505:28
      5    5.6%            Function: ^tryPackage node:internal/modules/cjs/loader:349:20
     13   12.4%          Function: ^tryPackage node:internal/modules/cjs/loader:349:20
