Statistical profiling result from clg_off-v8.log, (25285 ticks, 31 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     27   41.5%          LazyCompile: *Module._findPath node:internal/modules/cjs/loader:505:28
     27  100.0%            Function: ^Module._resolveFilename node:internal/modules/cjs/loader:865:35
     21   32.3%          Function: ^readPackageScope node:internal/modules/cjs/loader:332:26
     21  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1135:37
     15   23.1%          Function: ^resolveExports node:internal/modules/cjs/loader:483:24
     15  100.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:505:28
      1    1.5%          LazyCompile: ~resolveExports node:internal/modules/cjs/loader:483:24
      1  100.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:505:28
      1    1.5%          Function: ^tryPackage node:internal/modules/cjs/loader:349:20
      1  100.0%            LazyCompile: *Module._findPath node:internal/modules/cjs/loader:505:28
      6    7.8%        LazyCompile: *readPackageScope node:internal/modules/cjs/loader:332:26
      6  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1135:37
      4   66.7%            LazyCompile: *Module._load node:internal/modules/cjs/loader:771:24
      2   33.3%            Function: ^Module.load node:internal/modules/cjs/loader:992:33
      3    3.9%        LazyCompile: ~readPackage node:internal/modules/cjs/loader:301:21
      2   66.7%          LazyCompile: ~resolveExports node:internal/modules/cjs/loader:483:24
      2  100.0%            LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:505:28
      1   33.3%          Function: ^readPackageScope node:internal/modules/cjs/loader:332:26
      1  100.0%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1135:37
      2    2.6%        Function: ^getPackageConfig node:internal/modules/esm/resolve:197:26
      1   50.0%          Function: ^packageResolve node:internal/modules/esm/resolve:892:24
      1  100.0%            Function: ^moduleResolve node:internal/modules/esm/resolve:985:23
      1   50.0%          Function: ^getPackageScopeConfig node:internal/modules/esm/resolve:253:31
      1  100.0%            Function: ^getPackageType node:internal/modules/esm/resolve:843:24
      1    1.3%        LazyCompile: *readPackage node:internal/modules/cjs/loader:301:21
      1  100.0%          LazyCompile: *Module._findPath node:internal/modules/cjs/loader:505:28
      1  100.0%            Function: ^Module._resolveFilename node:internal/modules/cjs/loader:865:35
     76    1.0%      LazyCompile: *write_ node:_http_outgoing:790:16
     76  100.0%        LazyCompile: *end node:_http_outgoing:912:45
     76  100.0%          LazyCompile: *end /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:250:27
     76  100.0%            LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
   1399   10.4%    LazyCompile: *<anonymous> file:///mnt/c/Users/Marco%20Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/src/routes/info.routes.js:11:30
   1276   91.2%      LazyCompile: *compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
   1207   94.6%        LazyCompile: *dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
   1207  100.0%          LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
   1207  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
     69    5.4%        LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
     69  100.0%          Function: ^dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
     69  100.0%            LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
     91    6.5%      LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
     91  100.0%        Function: ^compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
     91  100.0%          LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
     91  100.0%            Function: ^dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
     19    1.4%      Function: ^handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
     19  100.0%        Function: ^next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
     19  100.0%          Function: ^compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
     19  100.0%            Function: ^handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
    160    1.2%    LazyCompile: *getTemplates /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:135:21
    160  100.0%      /usr/lib64/libnode.so.93
    160  100.0%        /usr/lib64/libnode.so.93
    160  100.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35

   3189   12.6%  /usr/lib64/libc-2.17.so
   2665   83.6%    LazyCompile: *<anonymous> file:///mnt/c/Users/Marco%20Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/src/routes/info.routes.js:11:30
   2240   84.1%      LazyCompile: *compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
   2033   90.8%        LazyCompile: *dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
   2033  100.0%          LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
   2033  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
    207    9.2%        LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
    207  100.0%          Function: ^dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
    207  100.0%            LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
    302   11.3%      LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
    302  100.0%        Function: ^compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
    302  100.0%          LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
    302  100.0%            Function: ^dispatch /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:98:45
     72    2.7%      Function: ^handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
     72  100.0%        Function: ^next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
     72  100.0%          Function: ^compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
     72  100.0%            Function: ^handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
     51    1.9%      LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
     51  100.0%        Function: ^next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
     51  100.0%          Function: ^compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
     51  100.0%            LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
    407   12.8%    LazyCompile: *cpus node:os:133:14
    407  100.0%      Function: ^<anonymous> file:///mnt/c/Users/Marco%20Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/src/routes/info.routes.js:11:30
    407  100.0%        Function: ^handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
    407  100.0%          Function: ^next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/route.js:116:16
    407  100.0%            Function: ^compression /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:59:31
     86    2.7%    /usr/lib64/libnode.so.93
      5    5.8%      /usr/lib64/libnode.so.93
      2   40.0%        LazyCompile: ~next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:478:32
      2  100.0%          LazyCompile: ~lex /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:525:30
      2  100.0%            LazyCompile: ~lex /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:295:25
      1   20.0%        LazyCompile: ~primordials.SafePromisePrototypeFinally node:internal/per_context/primordials:424:43
      1  100.0%          LazyCompile: ~readFile node:internal/fs/promises:811:24
      1  100.0%            /usr/lib64/libnode.so.93
      1   20.0%        LazyCompile: ~<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/minimatch/minimatch.js:196:26
      1  100.0%          /usr/lib64/libnode.so.93
      1  100.0%            LazyCompile: ~make /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/minimatch/minimatch.js:160:15
      1   20.0%        Function: ~<anonymous> node:internal/per_context/primordials:1:1
      2    2.3%      LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:29:36
      2  100.0%        Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    1.2%      LazyCompile: ~validate /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/aproba/index.js:25:19
      1  100.0%        LazyCompile: ~module.exports /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/gauge/plumbing.js:6:42
      1  100.0%          LazyCompile: ~Gauge /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/gauge/index.js:19:16
      1  100.0%            Function: ~<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/npmlog/log.js:1:1
      1    1.2%      LazyCompile: ~useColors /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/debug/src/node.js:75:19
      1  100.0%        LazyCompile: ~createDebug /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/debug/src/debug.js:63:21
      1  100.0%          Function: ~<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:1:1
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1080:37
      1    1.2%      LazyCompile: ~supportsOpMsg /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/cmap/connection.js:408:23
      1  100.0%        LazyCompile: ~command /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/cmap/connection.js:274:12
      1  100.0%          LazyCompile: ~<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/cmap/connect.js:78:43
      1  100.0%            LazyCompile: ~prepareHandshakeDocument /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/cmap/connect.js:151:34
      1    1.2%      LazyCompile: ~strEscape /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/safe-stable-stringify/index.js:56:20
      1  100.0%        Function: ^stringifyFnReplacer /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/safe-stable-stringify/index.js:230:32
      1  100.0%          Function: ^stringifyFnReplacer /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/safe-stable-stringify/index.js:230:32
      1  100.0%            LazyCompile: ~stringify /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/safe-stable-stringify/index.js:649:22
      1    1.2%      LazyCompile: ~serverUpdateHandler /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/sdam/topology.js:321:24
      1  100.0%        LazyCompile: ~<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/sdam/topology.js:481:53
      1  100.0%          Function: ^emit node:events:460:44
      1  100.0%            LazyCompile: ~<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/sdam/server.js:61:55
      1    1.2%      LazyCompile: ~retry /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/graceful-fs/graceful-fs.js:397:16
      1  100.0%        Function: ^resetQueue /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/graceful-fs/graceful-fs.js:383:21
      1  100.0%          Function: ^closeSync /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/graceful-fs/graceful-fs.js:72:24
      1  100.0%            Function: ^readFileSync node:fs:459:22
      1    1.2%      LazyCompile: ~resolveSRVRecord /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/connection_string.js:45:32
      1  100.0%        /usr/lib64/libnode.so.93
      1    1.2%      LazyCompile: ~resolvePackageTarget node:internal/modules/esm/resolve:567:30
      1  100.0%        LazyCompile: ~resolvePackageTarget node:internal/modules/esm/resolve:567:30
      1  100.0%          LazyCompile: ~packageExportsResolve node:internal/modules/esm/resolve:673:31
      1  100.0%            LazyCompile: ~packageResolve node:internal/modules/esm/resolve:892:24
      1    1.2%      LazyCompile: ~resolveExports node:internal/modules/cjs/loader:483:24
      1  100.0%        Function: ^Module._findPath node:internal/modules/cjs/loader:505:28
      1  100.0%          LazyCompile: ~Module._resolveFilename node:internal/modules/cjs/loader:865:35
      1  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:771:24
      1    1.2%      LazyCompile: ~process_params /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:338:47
      1  100.0%        LazyCompile: ~next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
      1  100.0%          LazyCompile: ~handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:136:31
      1  100.0%            LazyCompile: ~handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/application.js:165:29
      1    1.2%      LazyCompile: ~processConnectionOptions /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/lib/helpers/processConnectionOptions.js:6:34
      1  100.0%        LazyCompile: ~Connection.openUri /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/lib/connection.js:680:40
      1  100.0%          LazyCompile: ~<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/lib/index.js:412:49
      1  100.0%            LazyCompile: ~<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/lib/helpers/promiseOrCallback.js:40:22
      1    1.2%      LazyCompile: ~prepareStackTrace node:internal/errors:90:27
      1  100.0%        report::GetReport(v8::FunctionCallbackInfo<v8::Value> const&)
      1  100.0%          LazyCompile: ~getReport node:internal/process/report:32:12
      1  100.0%            LazyCompile: ~getReport /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/detect-libc/lib/process.js:6:19
      1    1.2%      LazyCompile: ~parseOptions /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/connection_string.js:195:22
      1  100.0%        LazyCompile: ~MongoClient /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/mongo_client.js:43:16
      1  100.0%          LazyCompile: ~<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/lib/connection.js:798:31
      1  100.0%            /usr/lib64/libnode.so.93
      1    1.2%      LazyCompile: ~parseOptions /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/connection_string.js:195:22
      1  100.0%        LazyCompile: ~MongoClient /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/mongo_client.js:43:16
      1  100.0%          LazyCompile: ~<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/mongo_client.js:234:43
      1  100.0%            LazyCompile: ~maybeCallback /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/utils.js:336:23
      1    1.2%      LazyCompile: ~parseEncoding /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/lib/encoding.js:69:23
      1  100.0%        Function: ^parseAcceptEncoding /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/lib/encoding.js:31:29
      1  100.0%          Function: ^preferredEncodings /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/lib/encoding.js:138:28
      1  100.0%            Function: ^encodings /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/index.js:52:52
      1    1.2%      LazyCompile: ~parse node:internal/deps/cjs-module-lexer/dist/lexer:1:131
      1  100.0%        LazyCompile: ~cjsPreparseModuleExports node:internal/modules/esm/translators:194:34
      1  100.0%          Function: ^commonjsStrategy node:internal/modules/esm/translators:148:60
      1  100.0%            Function: ^moduleProvider node:internal/modules/esm/loader:459:28
      1    1.2%      LazyCompile: ~packageResolve node:internal/modules/esm/resolve:892:24
      1  100.0%        Function: ^moduleResolve node:internal/modules/esm/resolve:985:23
      1  100.0%          LazyCompile: ~defaultResolve node:internal/modules/esm/resolve:1124:30
      1  100.0%            Function: ^ObjectDefineProperty.__proto__ node:internal/modules/esm/loader:150:5
      1    1.2%      LazyCompile: ~ondata /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_readable.js:679:18
      1  100.0%        Function: ^emit node:events:460:44
      1  100.0%          LazyCompile: ~addChunk /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_readable.js:295:18
      1  100.0%            LazyCompile: ~readableAddChunk /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_readable.js:249:26
      1    1.2%      LazyCompile: ~onParsePathComplete node:internal/url:603:29
      1  100.0%        /usr/lib64/libnode.so.93
      1  100.0%          Function: ^set pathname node:internal/url:898:15
      1  100.0%            /usr/lib64/libnode.so.93
      1    1.2%      LazyCompile: ~onMessage /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/cmap/connection.js:157:14
      1  100.0%        LazyCompile: ~<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/cmap/connection.js:61:44
      1  100.0%          Function: ^emit node:events:460:44
      1  100.0%            LazyCompile: ~processIncomingData /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongodb/lib/cmap/message_stream.js:84:29
      1    1.2%      LazyCompile: ~needFinish /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_writable.js:585:20
      1  100.0%        LazyCompile: ~finishMaybe /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_writable.js:616:21
      1  100.0%          Function: ^afterWrite /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_writable.js:466:20
      1  100.0%            Function: ^onwrite /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/readable-stream/lib/_stream_writable.js:444:17
      1    1.2%      LazyCompile: ~moduleResolve node:internal/modules/esm/resolve:985:23
      1  100.0%        LazyCompile: ~defaultResolve node:internal/modules/esm/resolve:1124:30
      1  100.0%          LazyCompile: ~ObjectDefineProperty.__proto__ node:internal/modules/esm/loader:150:5
      1  100.0%            LazyCompile: ~resolve node:internal/modules/esm/loader:791:16
      1    1.2%      LazyCompile: ~maybeCallback /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/utils.js:335:23
      1  100.0%        LazyCompile: ~endSession /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/sessions.js:130:15
      1  100.0%          LazyCompile: ~executeOperationAsync /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/operations/execute_operation.js:15:37
      1  100.0%            /usr/lib64/libnode.so.93
      1    1.2%      LazyCompile: ~listOnTimeout node:internal/timers:507:25
      1  100.0%        LazyCompile: ~processTimers node:internal/timers:487:25
      1    1.2%      LazyCompile: ~json /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/body-parser/lib/types/json.js:50:15
      1  100.0%        Script: ~<anonymous> file:///mnt/c/Users/Marco%20Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/src/server.js:1:1
      1  100.0%          /usr/lib64/libnode.so.93
      1  100.0%            /usr/lib64/libnode.so.93
      1    1.2%      LazyCompile: ~isInCloseState /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/sdam/monitor.js:36:24
      1  100.0%        LazyCompile: ~<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/sdam/monitor.js:247:42
      1  100.0%          LazyCompile: ~listOnTimeout node:internal/timers:507:25
      1  100.0%            LazyCompile: ~processTimers node:internal/timers:487:25
      1    1.2%      LazyCompile: ~handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:136:31
      1  100.0%        LazyCompile: ~handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/application.js:165:29
      1  100.0%          LazyCompile: ~app /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/express.js:38:21
      1  100.0%            LazyCompile: ~<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/engine.io/build/server.js:479:30
      1    1.2%      LazyCompile: ~getStatsFromBinding node:internal/fs/utils:533:29
      1  100.0%        LazyCompile: ~statSync node:fs:1580:18
      1  100.0%          LazyCompile: ~tryStatSync node:internal/modules/esm/resolve:189:3
      1  100.0%            LazyCompile: ~finalizeResolution node:internal/modules/esm/resolve:396:28
      1    1.2%      LazyCompile: ~get origin node:internal/url:760:13
      1  100.0%        Function: ^isURLInstance node:internal/url:1509:23
      1  100.0%          LazyCompile: ~fileURLToPath node:internal/url:1430:23
      1  100.0%            LazyCompile: ~getPackageScopeConfig node:internal/modules/esm/resolve:253:31
      1    1.2%      LazyCompile: ~get isPinned /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/sessions.js:127:17
      1  100.0%        LazyCompile: ~executeOperationAsync /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/mongoose/node_modules/mongodb/lib/operations/execute_operation.js:15:37
