Statistical profiling result from clg_on-v8.log, (42222 ticks, 50 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      6    0.0%    0.1%  __GI_sscanf
      6    0.0%    0.1%  __GI_madvise
      6    0.0%    0.1%  __GI__IO_link_in
      5    0.0%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      5    0.0%    0.0%  std::ostream::sentry::sentry(std::ostream&)
      5    0.0%    0.0%  node::NodeArrayBufferAllocator::Allocate(unsigned long)
      5    0.0%    0.0%  node::Buffer::Data(v8::Local<v8::Value>)
      5    0.0%    0.0%  calloc
      5    0.0%    0.0%  __libc_read
      5    0.0%    0.0%  __GI___uflow
      5    0.0%    0.0%  __GI___pthread_rwlock_unlock
      5    0.0%    0.0%  __GI__IO_file_xsputn
      5    0.0%    0.0%  __GI__IO_file_read
      5    0.0%    0.0%  RAND_status
      5    0.0%    0.0%  RAND_DRBG_generate
      4    0.0%    0.0%  uv_try_write
      4    0.0%    0.0%  node::process::BindingData::SlowNumber(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  node::errors::TryCatchScope::~TryCatchScope()
      4    0.0%    0.0%  node::crypto::TLSWrap::GetPeerCertificate(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  node::TCPWrap::Connect(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  node::StreamBase::SetWriteResult(node::StreamWriteResult const&)
      4    0.0%    0.0%  node::InternalMakeCallback(node::Environment*, v8::Local<v8::Object>, v8::Local<v8::Object>, v8::Local<v8::Function>, int, v8::Local<v8::Value>*, node::async_context)
      4    0.0%    0.0%  node::Environment::PrintSyncTrace() const
      4    0.0%    0.0%  node::AsyncWrap::MakeCallback(v8::Local<v8::Function>, int, v8::Local<v8::Value>*)
      4    0.0%    0.0%  epoll_ctl
      4    0.0%    0.0%  __strchr_sse42
      4    0.0%    0.0%  __lll_unlock_wake_private
      4    0.0%    0.0%  __lll_lock_wait_private
      4    0.0%    0.0%  __GI___rawmemchr
      4    0.0%    0.0%  __GI__IO_switch_to_get_mode
      4    0.0%    0.0%  __GI__IO_file_stat
      4    0.0%    0.0%  _IO_seekoff_unlocked
      4    0.0%    0.0%  EVP_MD_CTX_md
      4    0.0%    0.0%  CRYPTO_ctr128_encrypt_ctr32
      3    0.0%    0.0%  uv_run
      3    0.0%    0.0%  uv_resident_set_memory
      3    0.0%    0.0%  sysmalloc
      3    0.0%    0.0%  node::loader::ModuleWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  node::inspector::Agent::IsActive()
      3    0.0%    0.0%  node::crypto::TLSWrap::Start(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  node::crypto::SecureContext::Init(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  node::crypto::RandomBytesTraits::DeriveBits(node::Environment*, node::crypto::RandomBytesConfig const&, node::crypto::ByteSource*)
      3    0.0%    0.0%  node::crypto::CryptoErrorStore::Empty() const
      3    0.0%    0.0%  node::crypto::CheckEntropy()
      3    0.0%    0.0%  node::crypto::ByteSource::~ByteSource()
      3    0.0%    0.0%  node::crypto::ByteSource::operator=(node::crypto::ByteSource&&)
      3    0.0%    0.0%  node::StringBytes::hex_encode(char const*, unsigned long, char*, unsigned long)
      3    0.0%    0.0%  node::StringBytes::Write(v8::Isolate*, char*, unsigned long, v8::Local<v8::Value>, node::encoding, int*)
      3    0.0%    0.0%  node::StreamBase::CallJSOnreadMethod(long, v8::Local<v8::ArrayBuffer>, unsigned long, node::StreamBase::StreamBaseJSChecks)
      3    0.0%    0.0%  node::Environment::GetNow()
      3    0.0%    0.0%  node::Emit(node::Environment*, double, node::AsyncHooks::Fields, v8::Local<v8::Function>)
      3    0.0%    0.0%  node::DTRACE_HTTP_SERVER_REQUEST(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  node::AsyncHooks::DefaultTriggerAsyncIdScope::DefaultTriggerAsyncIdScope(node::AsyncWrap*)
      3    0.0%    0.0%  int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  __pthread_rwlock_tryrdlock
      3    0.0%    0.0%  __open_2
      3    0.0%    0.0%  __lll_unlock_wake
      3    0.0%    0.0%  __GI_shutdown
      3    0.0%    0.0%  __GI_mempcpy
      3    0.0%    0.0%  __GI__IO_setb
      3    0.0%    0.0%  _IO_vsscanf
      3    0.0%    0.0%  SHA1_Final
      3    0.0%    0.0%  RAND_DRBG_get0_master
      3    0.0%    0.0%  EVP_MD_CTX_reset
      2    0.0%    0.0%  uv_try_write2
      2    0.0%    0.0%  uv_free_cpu_info
      2    0.0%    0.0%  std::ostream& std::ostream::_M_insert<long>(long)
      2    0.0%    0.0%  std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const
      2    0.0%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
      2    0.0%    0.0%  operator new[](unsigned long)
      2    0.0%    0.0%  node::tracing::TraceEventHelper::GetTracingController()
      2    0.0%    0.0%  node::loader::ModuleWrap::Instantiate(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  node::crypto::TLSWrap::InvokeQueued(int, char const*)
      2    0.0%    0.0%  node::crypto::NodeBIO::Read(char*, unsigned long)
      2    0.0%    0.0%  node::StringBytes::StorageSize(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      2    0.0%    0.0%  node::Environment::RunWeakRefCleanup()
      2    0.0%    0.0%  node::Environment::RunAndClearNativeImmediates(bool)
      2    0.0%    0.0%  node::Environment::CheckImmediate(uv_check_s*)
      2    0.0%    0.0%  node::DTRACE_HTTP_SERVER_RESPONSE(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  node::Buffer::Length(v8::Local<v8::Value>)
      2    0.0%    0.0%  node::AsyncWrap::EmitBefore(node::Environment*, double)
      2    0.0%    0.0%  node::AsyncHooks::DefaultTriggerAsyncIdScope::~DefaultTriggerAsyncIdScope()
      2    0.0%    0.0%  getrusage
      2    0.0%    0.0%  getpagesize
      2    0.0%    0.0%  brk
      2    0.0%    0.0%  __pthread_cleanup_push_defer
      2    0.0%    0.0%  __posix_memalign
      2    0.0%    0.0%  __libc_open
      2    0.0%    0.0%  __getclktck
      2    0.0%    0.0%  __GI___pthread_getspecific
      2    0.0%    0.0%  __GI___printf_fp_l
      2    0.0%    0.0%  __GI__IO_unsave_markers
      2    0.0%    0.0%  __GI__IO_getline
      2    0.0%    0.0%  __GI__IO_file_doallocate
      2    0.0%    0.0%  __GI__IO_file_close_it
      2    0.0%    0.0%  __GI__IO_file_close
      2    0.0%    0.0%  RAND_get_rand_method
      2    0.0%    0.0%  EVP_DigestFinal_ex
      2    0.0%    0.0%  EVP_CIPHER_CTX_num
      2    0.0%    0.0%  EVP_CIPHER_CTX_key_length
      2    0.0%    0.0%  EVP_CIPHER_CTX_cipher
      2    0.0%    0.0%  CRYPTO_malloc
      2    0.0%    0.0%  CRYPTO_free
      1    0.0%    0.0%  v8::platform::DefaultJobState::CallOnWorkerThread(v8::TaskPriority, std::unique_ptr<v8::Task, std::default_delete<v8::Task> >)
      1    0.0%    0.0%  uv_update_time
      1    0.0%    0.0%  uv_mutex_lock
      1    0.0%    0.0%  uv_fs_lstat
      1    0.0%    0.0%  strchrnul
      1    0.0%    0.0%  std::ostream& std::ostream::_M_insert<unsigned long>(unsigned long)
      1    0.0%    0.0%  std::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const
      1    0.0%    0.0%  pthread_sigmask
      1    0.0%    0.0%  operator new(unsigned long, std::nothrow_t const&)
      1    0.0%    0.0%  operator delete[](void*)
      1    0.0%    0.0%  non-virtual thunk to node::crypto::TLSWrap::GetAsyncWrap()
      1    0.0%    0.0%  non-virtual thunk to node::LibuvStreamWrap::IsIPCPipe()
      1    0.0%    0.0%  node::loader::ModuleWrap::SetSyntheticExport(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::crypto::TLSWrap::Cycle()
      1    0.0%    0.0%  node::crypto::SecureContext::SetCiphers(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::crypto::RandomBytesTraits::EncodeOutput(node::Environment*, node::crypto::RandomBytesConfig const&, node::crypto::ByteSource*, v8::Local<v8::Value>*)
      1    0.0%    0.0%  node::crypto::NodeBIO::Ctrl(bio_st*, int, long, void*)
      1    0.0%    0.0%  node::crypto::ByteSource::get() const
      1    0.0%    0.0%  node::binding::DLOpen(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::WorkerThreadsTaskRunner::PostTask(std::unique_ptr<v8::Task, std::default_delete<v8::Task> >)
      1    0.0%    0.0%  node::Utf8Value::Utf8Value(v8::Isolate*, v8::Local<v8::Value>)
      1    0.0%    0.0%  node::ReportWritesToJSStreamListener::OnStreamAfterReqFinished(node::StreamReq*, int)
      1    0.0%    0.0%  node::NodePlatform::MonotonicallyIncreasingTime()
      1    0.0%    0.0%  node::NodePlatform::CallOnWorkerThread(std::unique_ptr<v8::Task, std::default_delete<v8::Task> >)
      1    0.0%    0.0%  node::NodeArrayBufferAllocator::Free(void*, unsigned long)
      1    0.0%    0.0%  node::NodeArrayBufferAllocator::AllocateUninitialized(unsigned long)
      1    0.0%    0.0%  node::InternalCallbackScope::InternalCallbackScope(node::AsyncWrap*, int)
      1    0.0%    0.0%  node::Environment::untransferable_object_private_symbol() const
      1    0.0%    0.0%  node::Environment::release_managed_buffer(uv_buf_t const&)
      1    0.0%    0.0%  node::EmitToJSStreamListener::OnStreamAlloc(unsigned long)
      1    0.0%    0.0%  node::Buffer::HasInstance(v8::Local<v8::Value>)
      1    0.0%    0.0%  node::Buffer::HasInstance(v8::Local<v8::Object>)
      1    0.0%    0.0%  node::BaseObject::decrease_refcount()
      1    0.0%    0.0%  getpid
      1    0.0%    0.0%  fclose@@GLIBC_2.2.5
      1    0.0%    0.0%  do_futex_wait.constprop.1
      1    0.0%    0.0%  aligned_alloc
      1    0.0%    0.0%  accept4
      1    0.0%    0.0%  _int_realloc
      1    0.0%    0.0%  __pthread_self
      1    0.0%    0.0%  __pthread_mutex_cond_lock
      1    0.0%    0.0%  __pthread_enable_asynccancel
      1    0.0%    0.0%  __pthread_cond_init
      1    0.0%    0.0%  __mpn_lshift
      1    0.0%    0.0%  __GI_rewind
      1    0.0%    0.0%  __GI___strtoul_internal
      1    0.0%    0.0%  __GI___pthread_once
      1    0.0%    0.0%  __GI___libc_realloc
      1    0.0%    0.0%  __GI___libc_read
      1    0.0%    0.0%  __GI___libc_open
      1    0.0%    0.0%  __GI___libc_lseek
      1    0.0%    0.0%  __GI__IO_vfprintf
      1    0.0%    0.0%  __GI__IO_sputbackc
      1    0.0%    0.0%  __GI__IO_file_sync
      1    0.0%    0.0%  __GI__IO_file_seekoff
      1    0.0%    0.0%  __GI__IO_file_finish
      1    0.0%    0.0%  __GI__IO_doallocbuf
      1    0.0%    0.0%  __GI__IO_do_write
      1    0.0%    0.0%  __GI__IO_default_uflow
      1    0.0%    0.0%  __GI__IO_default_finish
      1    0.0%    0.0%  _IO_str_init_static_internal
      1    0.0%    0.0%  _IO_old_init
      1    0.0%    0.0%  _IO_no_init
      1    0.0%    0.0%  _IO_new_file_init_internal
      1    0.0%    0.0%  RSA_new_method
      1    0.0%    0.0%  FIPS_selftest_failed
      1    0.0%    0.0%  FIPS_mode
      1    0.0%    0.0%  EVP_CipherUpdate
      1    0.0%    0.0%  EVP_CIPHER_CTX_iv_length
      1    0.0%    0.0%  EVP_CIPHER_CTX_get_cipher_data
      1    0.0%    0.0%  EVP_CIPHER_CTX_block_size
      1    0.0%    0.0%  CRYPTO_gcm128_decrypt_ctr32
      1    0.0%    0.0%  CRYPTO_clear_free
      1    0.0%    0.0%  CRYPTO_THREAD_run_once
      1    0.0%    0.0%  BN_num_bits
      1    0.0%    0.0%  BIO_read

 [Summary]:
   ticks  total  nonlib   name
   3022    7.2%   27.4%  JavaScript
   7945   18.8%   72.1%  C++
   1468    3.5%   13.3%  GC
  31205   73.9%          Shared libraries
     50    0.1%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
    972   12.1%    2.3%  node::loader::ModuleWrap::Evaluate(v8::FunctionCallbackInfo<v8::Value> const&)
    893   11.1%    2.1%  node::contextify::ContextifyContext::CompileFunction(v8::FunctionCallbackInfo<v8::Value> const&)
    859   10.7%    2.0%  _init
    607    7.6%    1.4%  __libc_writev
    520    6.5%    1.2%  mmap
    511    6.4%    1.2%  void node::StreamBase::JSMethod<&(int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
    360    4.5%    0.9%  node::crypto::Hash::New(v8::FunctionCallbackInfo<v8::Value> const&)
    322    4.0%    0.8%  __GI_munmap
    228    2.8%    0.5%  node::native_module::NativeModuleEnv::CompileFunction(v8::FunctionCallbackInfo<v8::Value> const&)
    168    2.1%    0.4%  void node::StreamBase::JSMethod<&node::StreamBase::Writev>(v8::FunctionCallbackInfo<v8::Value> const&)
    158    2.0%    0.4%  __GI___xstat
    141    1.8%    0.3%  __memmove_ssse3_back
    131    1.6%    0.3%  __close_nocancel
    128    1.6%    0.3%  node::crypto::Hash::HashUpdate(v8::FunctionCallbackInfo<v8::Value> const&)
    128    1.6%    0.3%  node::crypto::DeriveBitsJob<node::crypto::RandomBytesTraits>::New(v8::FunctionCallbackInfo<v8::Value> const&)
    118    1.5%    0.3%  _int_malloc
     99    1.2%    0.2%  __GI__IO_vfscanf
     92    1.1%    0.2%  __GI___lxstat
     86    1.1%    0.2%  fgets
     68    0.8%    0.2%  _fxstat
     63    0.8%    0.1%  __GI_memcpy
     60    0.7%    0.1%  node::HandleWrap::Close(v8::FunctionCallbackInfo<v8::Value> const&)
     56    0.7%    0.1%  syscall
     54    0.7%    0.1%  __GI_memchr
     52    0.6%    0.1%  node::loader::ModuleWrap::Link(v8::FunctionCallbackInfo<v8::Value> const&)
     52    0.6%    0.1%  __memcpy_ssse3_back
     51    0.6%    0.1%  fcntl
     50    0.6%    0.1%  __GI_mprotect
     49    0.6%    0.1%  __GI__IO_getline_info
     46    0.6%    0.1%  _int_free
     41    0.5%    0.1%  node::crypto::Hash::HashDigest(v8::FunctionCallbackInfo<v8::Value> const&)
     41    0.5%    0.1%  node::crypto::CryptoJob<node::crypto::RandomBytesTraits>::Run(v8::FunctionCallbackInfo<v8::Value> const&)
     41    0.5%    0.1%  __GI___libc_malloc
     30    0.4%    0.1%  node::fs::Close(v8::FunctionCallbackInfo<v8::Value> const&)
     24    0.3%    0.1%  __GI_____strtoul_l_internal
     23    0.3%    0.1%  fwrite
     23    0.3%    0.1%  __memcmp_sse4_1
     20    0.2%    0.0%  malloc_consolidate
     15    0.2%    0.0%  operator new(unsigned long)
     15    0.2%    0.0%  node::IsConstructCallCallback(v8::FunctionCallbackInfo<v8::Value> const&)
     15    0.2%    0.0%  cfree
     15    0.2%    0.0%  __GI__IO_file_underflow
     14    0.2%    0.0%  __tls_get_addr
     13    0.2%    0.0%  void node::StreamBase::JSMethod<&node::StreamBase::WriteBuffer>(v8::FunctionCallbackInfo<v8::Value> const&)
     12    0.1%    0.0%  operator delete(void*)
     12    0.1%    0.0%  node::StreamBase::Writev(v8::FunctionCallbackInfo<v8::Value> const&)
     12    0.1%    0.0%  __strlen_sse2_pminub
     12    0.1%    0.0%  __GI___pthread_rwlock_wrlock
     11    0.1%    0.0%  node::binding::GetInternalBinding(v8::FunctionCallbackInfo<v8::Value> const&)
     11    0.1%    0.0%  __GI_____strtol_l_internal
     11    0.1%    0.0%  EVP_CipherInit_ex
     10    0.1%    0.0%  node::crypto::SecureContext::AddRootCerts(v8::FunctionCallbackInfo<v8::Value> const&)
     10    0.1%    0.0%  __GI_memset
     10    0.1%    0.0%  __GI__IO_un_link
      8    0.1%    0.0%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)
      8    0.1%    0.0%  node::crypto::CryptoJob<node::crypto::PBKDF2Traits>::Run(v8::FunctionCallbackInfo<v8::Value> const&)
      8    0.1%    0.0%  node::ParseEncoding(char const*, node::encoding)
      8    0.1%    0.0%  node::AsyncHooks::DefaultTriggerAsyncIdScope::DefaultTriggerAsyncIdScope(node::Environment*, double)
      8    0.1%    0.0%  fdopen@@GLIBC_2.2.5
      8    0.1%    0.0%  __GI_strtol
      8    0.1%    0.0%  __GI___sysconf
      7    0.1%    0.0%  uv_cpu_info
      7    0.1%    0.0%  non-virtual thunk to node::LibuvStreamWrap::DoTryWrite(uv_buf_t**, unsigned long*)
      7    0.1%    0.0%  node::StringBytes::Encode(v8::Isolate*, char const*, unsigned long, node::encoding, v8::Local<v8::Value>*)
      7    0.1%    0.0%  node::ParseEncoding(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      7    0.1%    0.0%  __strcmp_sse42
      6    0.1%    0.0%  uv_now
      6    0.1%    0.0%  report::GetReport(v8::FunctionCallbackInfo<v8::Value> const&)
      6    0.1%    0.0%  non-virtual thunk to node::LibuvStreamWrap::IsAlive()
      6    0.1%    0.0%  node::crypto::ByteSource::Allocated(char*, unsigned long)
      6    0.1%    0.0%  __libc_enable_asynccancel
      6    0.1%    0.0%  __errno_location
      6    0.1%    0.0%  __GI_sscanf
      6    0.1%    0.0%  __GI___pthread_mutex_unlock
      6    0.1%    0.0%  __GI__IO_link_in
      6    0.1%    0.0%  OPENSSL_cleanse
      5    0.1%    0.0%  node::NodeArrayBufferAllocator::Allocate(unsigned long)
      5    0.1%    0.0%  node::Buffer::Data(v8::Local<v8::Value>)
      5    0.1%    0.0%  calloc
      5    0.1%    0.0%  __pthread_disable_asynccancel
      5    0.1%    0.0%  __libc_disable_asynccancel
      5    0.1%    0.0%  __clock_gettime
      5    0.1%    0.0%  __GI_madvise
      5    0.1%    0.0%  __GI___uflow
      5    0.1%    0.0%  __GI___pthread_mutex_lock
      5    0.1%    0.0%  __GI__IO_file_read
      5    0.1%    0.0%  RAND_status
      5    0.1%    0.0%  RAND_DRBG_generate
      4    0.0%    0.0%  uv_try_write
      4    0.0%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      4    0.0%    0.0%  node::process::BindingData::SlowNumber(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  node::crypto::TLSWrap::GetPeerCertificate(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  node::TCPWrap::Connect(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  node::StreamBase::SetWriteResult(node::StreamWriteResult const&)
      4    0.0%    0.0%  node::Environment::PrintSyncTrace() const
      4    0.0%    0.0%  __strchr_sse42
      4    0.0%    0.0%  __GI___rawmemchr
      4    0.0%    0.0%  __GI___pthread_rwlock_unlock
      4    0.0%    0.0%  __GI__IO_switch_to_get_mode
      4    0.0%    0.0%  __GI__IO_file_stat
      4    0.0%    0.0%  _IO_seekoff_unlocked
      4    0.0%    0.0%  EVP_MD_CTX_md
      4    0.0%    0.0%  CRYPTO_ctr128_encrypt_ctr32
      3    0.0%    0.0%  uv_resident_set_memory
      3    0.0%    0.0%  sysmalloc
      3    0.0%    0.0%  std::ostream::sentry::sentry(std::ostream&)
      3    0.0%    0.0%  node::loader::ModuleWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  node::inspector::Agent::IsActive()
      3    0.0%    0.0%  node::crypto::TLSWrap::Start(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  node::crypto::SecureContext::Init(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  node::crypto::RandomBytesTraits::DeriveBits(node::Environment*, node::crypto::RandomBytesConfig const&, node::crypto::ByteSource*)
      3    0.0%    0.0%  node::crypto::CryptoErrorStore::Empty() const
      3    0.0%    0.0%  node::crypto::CheckEntropy()
      3    0.0%    0.0%  node::crypto::ByteSource::~ByteSource()
      3    0.0%    0.0%  node::crypto::ByteSource::operator=(node::crypto::ByteSource&&)
      3    0.0%    0.0%  node::StringBytes::hex_encode(char const*, unsigned long, char*, unsigned long)
      3    0.0%    0.0%  node::StringBytes::Write(v8::Isolate*, char*, unsigned long, v8::Local<v8::Value>, node::encoding, int*)
      3    0.0%    0.0%  node::Environment::GetNow()
      3    0.0%    0.0%  node::DTRACE_HTTP_SERVER_REQUEST(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  node::AsyncHooks::DefaultTriggerAsyncIdScope::DefaultTriggerAsyncIdScope(node::AsyncWrap*)
      3    0.0%    0.0%  int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  __pthread_rwlock_tryrdlock
      3    0.0%    0.0%  __open_2
      3    0.0%    0.0%  __libc_read
      3    0.0%    0.0%  __GI__IO_setb
      3    0.0%    0.0%  _IO_vsscanf
      3    0.0%    0.0%  SHA1_Final
      3    0.0%    0.0%  RAND_DRBG_get0_master
      2    0.0%    0.0%  uv_try_write2
      2    0.0%    0.0%  uv_free_cpu_info
      2    0.0%    0.0%  std::ostream& std::ostream::_M_insert<long>(long)
      2    0.0%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
      2    0.0%    0.0%  operator new[](unsigned long)
      2    0.0%    0.0%  node::tracing::TraceEventHelper::GetTracingController()
      2    0.0%    0.0%  node::loader::ModuleWrap::Instantiate(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  node::StringBytes::StorageSize(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      2    0.0%    0.0%  node::DTRACE_HTTP_SERVER_RESPONSE(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  node::Buffer::Length(v8::Local<v8::Value>)
      2    0.0%    0.0%  node::AsyncHooks::DefaultTriggerAsyncIdScope::~DefaultTriggerAsyncIdScope()
      2    0.0%    0.0%  getpagesize
      2    0.0%    0.0%  brk
      2    0.0%    0.0%  __pthread_cond_signal
      2    0.0%    0.0%  __pthread_cleanup_push_defer
      2    0.0%    0.0%  __posix_memalign
      2    0.0%    0.0%  __libc_open
      2    0.0%    0.0%  __getclktck
      2    0.0%    0.0%  __GI_mempcpy
      2    0.0%    0.0%  __GI___pthread_getspecific
      2    0.0%    0.0%  __GI__IO_unsave_markers
      2    0.0%    0.0%  __GI__IO_getline
      2    0.0%    0.0%  __GI__IO_file_xsputn
      2    0.0%    0.0%  __GI__IO_file_doallocate
      2    0.0%    0.0%  __GI__IO_file_close_it
      2    0.0%    0.0%  __GI__IO_file_close
      2    0.0%    0.0%  RAND_get_rand_method
      2    0.0%    0.0%  EVP_DigestFinal_ex
      2    0.0%    0.0%  EVP_CIPHER_CTX_num
      2    0.0%    0.0%  EVP_CIPHER_CTX_key_length
      2    0.0%    0.0%  EVP_CIPHER_CTX_cipher
      2    0.0%    0.0%  CRYPTO_malloc
      1    0.0%    0.0%  uv_update_time
      1    0.0%    0.0%  uv_fs_lstat
      1    0.0%    0.0%  std::ostream& std::ostream::_M_insert<unsigned long>(unsigned long)
      1    0.0%    0.0%  std::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const
      1    0.0%    0.0%  std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const
      1    0.0%    0.0%  operator new(unsigned long, std::nothrow_t const&)
      1    0.0%    0.0%  non-virtual thunk to node::LibuvStreamWrap::IsIPCPipe()
      1    0.0%    0.0%  node::loader::ModuleWrap::SetSyntheticExport(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::crypto::SecureContext::SetCiphers(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::crypto::RandomBytesTraits::EncodeOutput(node::Environment*, node::crypto::RandomBytesConfig const&, node::crypto::ByteSource*, v8::Local<v8::Value>*)
      1    0.0%    0.0%  node::crypto::ByteSource::get() const
      1    0.0%    0.0%  node::binding::DLOpen(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Utf8Value::Utf8Value(v8::Isolate*, v8::Local<v8::Value>)
      1    0.0%    0.0%  node::NodeArrayBufferAllocator::Free(void*, unsigned long)
      1    0.0%    0.0%  node::NodeArrayBufferAllocator::AllocateUninitialized(unsigned long)
      1    0.0%    0.0%  node::Environment::untransferable_object_private_symbol() const
      1    0.0%    0.0%  node::Buffer::HasInstance(v8::Local<v8::Value>)
      1    0.0%    0.0%  node::Buffer::HasInstance(v8::Local<v8::Object>)
      1    0.0%    0.0%  getpid
      1    0.0%    0.0%  fclose@@GLIBC_2.2.5
      1    0.0%    0.0%  aligned_alloc
      1    0.0%    0.0%  __pthread_self
      1    0.0%    0.0%  __pthread_enable_asynccancel
      1    0.0%    0.0%  __GI_rewind
      1    0.0%    0.0%  __GI___strtoul_internal
      1    0.0%    0.0%  __GI___pthread_once
      1    0.0%    0.0%  __GI___libc_read
      1    0.0%    0.0%  __GI___libc_open
      1    0.0%    0.0%  __GI___libc_lseek
      1    0.0%    0.0%  __GI__IO_sputbackc
      1    0.0%    0.0%  __GI__IO_file_sync
      1    0.0%    0.0%  __GI__IO_file_seekoff
      1    0.0%    0.0%  __GI__IO_file_finish
      1    0.0%    0.0%  __GI__IO_doallocbuf
      1    0.0%    0.0%  __GI__IO_default_uflow
      1    0.0%    0.0%  __GI__IO_default_finish
      1    0.0%    0.0%  _IO_str_init_static_internal
      1    0.0%    0.0%  _IO_old_init
      1    0.0%    0.0%  _IO_no_init
      1    0.0%    0.0%  _IO_new_file_init_internal
      1    0.0%    0.0%  FIPS_selftest_failed
      1    0.0%    0.0%  FIPS_mode
      1    0.0%    0.0%  EVP_CipherUpdate
      1    0.0%    0.0%  EVP_CIPHER_CTX_iv_length
      1    0.0%    0.0%  EVP_CIPHER_CTX_get_cipher_data
      1    0.0%    0.0%  EVP_CIPHER_CTX_block_size
      1    0.0%    0.0%  CRYPTO_THREAD_run_once

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  20572   48.7%  /usr/lib64/libnode.so.93
  11389   55.4%    /usr/lib64/libnode.so.93
    600    5.3%      LazyCompile: *session /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:179:26
    600  100.0%        LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
    600  100.0%          LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
    600  100.0%            Function: ^<anonymous> file:///mnt/c/Users/Marco%20Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/src/server.js:38:9
