Statistical profiling result from clg_on-v8.log, (42222 ticks, 50 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    541    4.8%      /usr/lib64/libnode.so.93
     93   17.2%        LazyCompile: *reduceToSingleString node:internal/util/inspect:1976:30
     93  100.0%          LazyCompile: *formatRaw node:internal/util/inspect:828:19
     93  100.0%            LazyCompile: *formatValue node:internal/util/inspect:750:21
     80   14.8%        LazyCompile: *header /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:777:29
     77   96.3%          LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     77  100.0%            LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      3    3.8%          Function: ^contentType /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:619:32
      3  100.0%            Function: ^send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     57   10.5%        LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
     33    6.1%        LazyCompile: *expressInit /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/middleware/init.js:29:30
     33  100.0%          LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     33  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
     30    5.5%        LazyCompile: *render /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:150:15
     30  100.0%          /usr/lib64/libnode.so.93
     30  100.0%            /usr/lib64/libnode.so.93
     21    3.9%        /usr/lib64/libnode.so.93
     17   81.0%          LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
      3   14.3%          Function: ^processTicksAndRejections node:internal/process/task_queues:68:35
      1    4.8%          Function: ^preferredEncodings /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/lib/encoding.js:138:28
      1  100.0%            LazyCompile: *onResponseHeaders /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:140:47
     19    3.5%        LazyCompile: *setHeader node:_http_outgoing:601:57
     18   94.7%          LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     18  100.0%            LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      1    5.3%          Function: ^header /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:777:29
      1  100.0%            Function: ^contentType /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:619:32
     19    3.5%        LazyCompile: *preferredEncodings /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/lib/encoding.js:138:28
     10   52.6%          Function: ^encodings /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/index.js:52:52
     10  100.0%            Function: ^Accepts.encoding.Accepts.encodings /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/accepts/index.js:127:40
      9   47.4%          LazyCompile: *onResponseHeaders /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:140:47
      5   55.6%            LazyCompile: *writeHead /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:28:29
      4   44.4%            Function: ^writeHead /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/on-headers/index.js:28:29
     15    2.8%        Function: ^expressInit /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/middleware/init.js:29:30
     13   86.7%          LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     13  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
      1    6.7%          LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            Function: ^trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
      1    6.7%          Function: ^handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            Function: ^trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     14    2.6%        LazyCompile: *parseAcceptEncoding /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/lib/encoding.js:31:29
     14  100.0%          Function: ^preferredEncodings /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/negotiator/lib/encoding.js:138:28
     14  100.0%            LazyCompile: *onResponseHeaders /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/compression/index.js:140:47
     14    2.6%        LazyCompile: *format /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/content-type/index.js:65:17
     14  100.0%          LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     14  100.0%            LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      8    1.5%        Function: ^readPackage node:internal/modules/cjs/loader:301:21
      7   87.5%          Function: ^readPackageScope node:internal/modules/cjs/loader:332:26
      3   42.9%            Function: ^trySelf node:internal/modules/cjs/loader:452:17
      3   42.9%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1135:37
      1   14.3%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1135:37
      1   12.5%          LazyCompile: *Module._findPath node:internal/modules/cjs/loader:505:28
      1  100.0%            Function: ^Module._resolveFilename node:internal/modules/cjs/loader:865:35
      8    1.5%        Function: ^FastBuffer node:internal/buffer:958:14
      8  100.0%          Function: ^createUnsafeBuffer node:internal/buffer:1059:28
      5   62.5%            Function: ^createPool node:buffer:155:20
      3   37.5%            Function: ^allocate node:buffer:403:18
      7    1.3%        Function: ^strEscape /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/safe-stable-stringify/index.js:56:20
      7  100.0%          Function: ^stringifyFnReplacer /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/safe-stable-stringify/index.js:230:32
      7  100.0%            Function: ^stringifyFnReplacer /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/safe-stable-stringify/index.js:230:32
      7    1.3%        Function: ^header /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:777:29
      6   85.7%          Function: ^contentType /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:619:32
      6  100.0%            Function: ^send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
      1   14.3%          Function: ^send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
      1  100.0%            LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      6    1.1%        LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
      3   50.0%          Function: ^strategy.pass /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/middleware/authenticate.js:345:31
      3  100.0%            Function: ^SessionStrategy.authenticate /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/strategies/session.js:45:50
      2   33.3%          LazyCompile: *authenticate /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/middleware/authenticate.js:94:31
      2  100.0%            LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
      1   16.7%          LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:136:31
      1  100.0%            Function: ^router /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:46:18
    428    3.8%      LazyCompile: *initialize /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/middleware/initialize.js:51:29
    428  100.0%        LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
    428  100.0%          LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
    428  100.0%            LazyCompile: *session /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:179:26
    354    3.1%      LazyCompile: *end node:_http_outgoing:912:45
    306   86.4%        LazyCompile: *end /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:250:27
    306  100.0%          LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
    306  100.0%            LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
     48   13.6%        Function: ^end /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:250:27
     48  100.0%          LazyCompile: *send /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/response.js:111:25
     48  100.0%            LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
    342    3.0%      LazyCompile: *render /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:150:15
    308   90.1%        /usr/lib64/libnode.so.93
    308  100.0%          /usr/lib64/libnode.so.93
    308  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:68:35
     34    9.9%        LazyCompile: *renderView /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-handlebars/lib/express-handlebars.js:183:19
     34  100.0%          /usr/lib64/libnode.so.93
     34  100.0%            /usr/lib64/libnode.so.93
    342    3.0%      LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
    131   38.3%        LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:136:31
     71   54.2%          Function: ^router /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:46:18
     69   97.2%            LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
      2    2.8%            LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
     54   41.2%          LazyCompile: *router /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:46:18
     54  100.0%            LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
      5    3.8%          LazyCompile: *app /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/express.js:38:21
      3   60.0%            Function: ^<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/engine.io/build/server.js:479:30
      2   40.0%            LazyCompile: *<anonymous> /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/engine.io/build/server.js:479:30
     49   14.3%        Function: ^jsonParser /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/body-parser/lib/types/json.js:98:30
     45   91.8%          LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     45  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
      2    4.1%          LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
      2  100.0%            Function: ^trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
      2    4.1%          Function: ^handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
      2  100.0%            Function: ^trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     40   11.7%        Function: ^<anonymous> file:///mnt/c/Users/Marco%20Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/src/server.js:38:9
     39   97.5%          LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     39  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
      1    2.5%          LazyCompile: *handle /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            Function: ^trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     30    8.8%        LazyCompile: *session /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express-session/index.js:179:26
     30  100.0%          LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     30  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
     27    7.9%        LazyCompile: *authenticate /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/middleware/authenticate.js:94:31
     27  100.0%          LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     27  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
     17    5.0%        LazyCompile: *initialize /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/middleware/initialize.js:51:29
     17  100.0%          LazyCompile: *trim_prefix /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:293:23
     17  100.0%            LazyCompile: *next /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/express/lib/router/index.js:177:16
     17    5.0%        Function: ^strategy.pass /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/middleware/authenticate.js:345:31
     17  100.0%          Function: ^SessionStrategy.authenticate /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/strategies/session.js:45:50
     17  100.0%            Function: ^attempt /mnt/c/Users/Marco Solis/Desktop/CH/Entrega/LOGGERS-GZIP-Performance_analisis/node_modules/passport/lib/middleware/authenticate.js:180:22
